Conference,Year,Name,Institution,Continent
icdcs,2012,Ajoy Datta,"University of Nevada, Las Vegas",NA
icdcs,2012,Carole Delporte-Gallet,Université Paris Diderot,EU
icdcs,2012,Faith Ellen,University of Toronto,NA
icdcs,2012,Rui Fan,Nanyang Technological University,AS
icdcs,2012,Hugues Fauconnier,Université Paris Diderot,EU
icdcs,2012,Pierre Fraigniaud,CNRS and Université Paris Diderot,EU
icdcs,2012,Seth Gilbert,National University of Singapore,AS
icdcs,2012,Wojciech Golab,HP Labs,NA
icdcs,2012,Rachid Guerraoui,EPFL,EU
icdcs,2012,Amos Korman,CNRS and Université Paris Diderot,EU
icdcs,2012,Dariusz Kowalski,University of Liverpool,EU
icdcs,2012,Zvi Lotker,Ben Gurion University,AS
icdcs,2012,Marina Papatriantafilou,Chalmers University of Technology,EU
icdcs,2012,Boaz Patt-Shamir,Tel Aviv University,AS
icdcs,2012,Maria Potop-Butucaru,Université Pierre et Marie Curie,EU
icdcs,2012,Sergio Rajsbaum,Universidad Nacional Autónoma de Mexico,NA
icdcs,2012,Andrea Richa,Arizona State University,NA
icdcs,2012,Sébastien Tixeuil,Université Pierre et Marie Curie,EU
icdcs,2012,Koichi Wada,Nagoya Institute of Technology,AS
icdcs,2012,Jennifer Welch,Texas A&M University,NA
icdcs,2012,Masafumi Yamashita,Kyushu University,AS
icdcs,2012,Karl Aberer,EPFL,EU
icdcs,2012,Yair Amir,Johns Hopkins University,NA
icdcs,2012,Danilo Ardagna,Politecnico di Milano,EU
icdcs,2012,Roger Barga,Microsoft Research,NA
icdcs,2012,Keke Chen,Wright State University,NA
icdcs,2012,Ludmila Cherkasova,HP Labs,NA
icdcs,2012,Mohamed Eltoweissy,PNL,NA
icdcs,2012,Geoffrey Fox,Indiana University,NA
icdcs,2012,Andrzej Goscinski,Deakin University,OC
icdcs,2012,Kazuo Iwano,IBM Japan,AS
icdcs,2012,Weijia Jia,City University of Hong Kong,AS
icdcs,2012,Shinji Kikuchi,Fujitsu Labs,AS
icdcs,2012,Hui Lei,IBM T J Watson,NA
icdcs,2012,Dejan Milojicic,HP Labs,NA
icdcs,2012,Miyuki Nakano,Tokyo University,AS
icdcs,2012,Manish Parashar,Rutgers University,NA
icdcs,2012,Lakshmish Ramaswamy,University of Georgia,NA
icdcs,2012,Kui Ren,Illinois Institute of Technology,NA
icdcs,2012,Mirek Riedewald,Northeastern University,NA
icdcs,2012,Matei Ripeanu,University of British Columbia,NA
icdcs,2012,Weisong Shi,Wayne State University,NA
icdcs,2012,Aameek Singh,IBM Almaden,NA
icdcs,2012,Bing Tsai,VMWARE,NA
icdcs,2012,Ting Wang,IBM T.J. Watson,NA
icdcs,2012,Jianjia Wu,University of Macau,AS
icdcs,2012,Jianwei Yin,Zhejiang University,AS
icdcs,2012,Li Zha,ICT CAS,AS
icdcs,2012,Jianfeng Zhan,"Institute of Computing Technology, Chinese Academy of Sciences",AS
icdcs,2012,Yangyong Zhang,Rutgers University,NA
icdcs,2012,Divy Agrawal,"University of California, Santa Barbara",NA
icdcs,2012,Elisa Bertino,Purdue University,NA
icdcs,2012,Ying Cai,Iowa State University,NA
icdcs,2012,Jiannong Cao,Hong Kong Polytechnic University,AS
icdcs,2012,Bin Cui,Peking University,AS
icdcs,2012,Sandeep K. S. Gupta,Arizona State University,NA
icdcs,2012,Joseph L. Hellerstein,Google Inc.,NA
icdcs,2012,Yoshiharu Ishikawa,Nagoya University,AS
icdcs,2012,Flavio Junqueira,Yahoo! Research,NA
icdcs,2012,Rubao Lee,Ohio State University,NA
icdcs,2012,Jianzhong Li,Harbin Institute of Technology,AS
icdcs,2012,Wen-Syan Li,SAP China,AS
icdcs,2012,Mohamed Mokbel,University of Minnesota,NA
icdcs,2012,Masato Oguchi,Ochanomizu University,AS
icdcs,2012,Bengchin Ooi,National University of Singapore,AS
icdcs,2012,Evaggelia Pitoura,University of Ioannina,EU
icdcs,2012,Meikel Poess,Oracle Corporation,NA
icdcs,2012,Calton Pu,Georgia Tech,NA
icdcs,2012,Krithi Ramamritham,IIT Bombay,AS
icdcs,2012,Xueyan Tang,Nanyang Technological University,AS
icdcs,2012,Haruo Yokota,Tokyo Institute of Technology,AS
icdcs,2012,Baihua Zheng,Singapore Management University,AS
icdcs,2012,Jean Bacon,University of Cambridge,EU
icdcs,2012,Yolande Berbers,K.U. Leuven,EU
icdcs,2012,Ken Birman,Cornell University,NA
icdcs,2012,Gordon Blair,Lancaster University,EU
icdcs,2012,Emmanuel Cecchet,University of Massachusetts,NA
icdcs,2012,Gregory Chockler,IBM Research,NA
icdcs,2012,Brian F. Cooper,Google,NA
icdcs,2012,Eric Eide,University of Utah,NA
icdcs,2012,Frank Eliassen,University of Oslo,EU
icdcs,2012,Sameh Elnikety,Microsoft Research,NA
icdcs,2012,Patrick Eugster,Purdue University,NA
icdcs,2012,Paulo Ferreira,INESC-ID,EU
icdcs,2012,Ashvin Goel,University of Toronto,NA
icdcs,2012,Aniruddha Gokhale,Vanderbilt University,NA
icdcs,2012,Jacob Gorm Hansen,VMware,NA
icdcs,2012,Hans-Arno Jacobsen,University of Toronto,NA
icdcs,2012,Anne-Marie Kermarrec,INRIA,EU
icdcs,2012,Kenji Kono,Keio University,AS
icdcs,2012,Sape Mullender,Bell Labs,NA
icdcs,2012,Rui Oliveira,University of Minho,EU
icdcs,2012,Fernado Pedone,University of Lugano,EU
icdcs,2012,Vivien Quéma,CNRS,EU
icdcs,2012,Luis Rodrigues,Technical University of Lisbon,EU
icdcs,2012,Laurent Réveillère,University of Bordeaux,EU
icdcs,2012,Rick Schlichting,AT&T Labs Research,NA
icdcs,2012,Pierre Sens,LIP6/INRIA,EU
icdcs,2012,Maarten Van Steen,VU University,EU
icdcs,2012,Yasuhiko Yokote,Cyber AI Entertainment Inc.,AS
icdcs,2012,Kevin Almeroth,"University of California, Santa Barbara",NA
icdcs,2012,Ken Calvert,University of Kentucky,NA
icdcs,2012,Surendar Chandra,FX Palo Alto Laboratory,NA
icdcs,2012,Binbin Chen,Advanced Digital Sciences Center,AS
icdcs,2012,Sergey Gorinsky,Institute IMDEA Networks,EU
icdcs,2012,Mohamed Gouda,University of Texas at Austin,NA
icdcs,2012,Charlie Hu,Purdue University,NA
icdcs,2012,Aleksandar Kuzmanovic,Northwestern University,NA
icdcs,2012,Patrick P. C. Lee,Chinese University of Hong Kong,AS
icdcs,2012,Ben Leong,National University of Singapore,AS
icdcs,2012,Baochun Li,University of Toronto,NA
icdcs,2012,Jörg Liebeherr,University of Toronto,NA
icdcs,2012,Bin Liu,Tsinghua University,AS
icdcs,2012,Jiangchuan Liu,Simon Fraser University,NA
icdcs,2012,Richard Ma,Advanced Digital Sciences Center,AS
icdcs,2012,Z. Morley Mao,University of Michigan,NA
icdcs,2012,Klara Nahrsteadt,University of Illinois at Urbana-Champaign,NA
icdcs,2012,Sanjay Rao,Purdue University,NA
icdcs,2012,Keith Ross,Polytechnic Institute of New York University,NA
icdcs,2012,Sudipta Sengupta,Microsoft Research,NA
icdcs,2012,Ivan Stojmenovic,University of Ottawa,NA
icdcs,2012,Chee-Wei Tan,City University of Hong Kong,AS
icdcs,2012,Haining Wang,College of William and Mary,NA
icdcs,2012,Carey Williamson,University of Calgary,NA
icdcs,2012,Zhen Xiao,Peking University,AS
icdcs,2012,Xiaodong Zhang,Ohio State University,NA
icdcs,2012,Zhi-Li Zhang,University of Minnesota,NA
icdcs,2012,Cliff Bergman,Iowa State University,NA
icdcs,2012,Jun Bi,Tsinghua University,AS
icdcs,2012,Xiao Bin,Hong Kong Polytechnic University,AS
icdcs,2012,Yuan-Hao Chang,Academia Sinica,AS
icdcs,2012,Jinhee Cho,Army Research Lab.,NA
icdcs,2012,Jed Crandall,University of New Mexico,NA
icdcs,2012,Hervé Debar,Télécom SudParis,EU
icdcs,2012,Wenliang Du,Syracuse University,NA
icdcs,2012,Wu-chang Feng,Portland State University,NA
icdcs,2012,Yong Guan,Iowa State University,NA
icdcs,2012,Wenbo He,McGill University,NA
icdcs,2012,Jen-Wei Hsieh,National Taiwan University of Science and Technology,AS
icdcs,2012,Pi-Cheng Hsiu,Academia Sinica,AS
icdcs,2012,Henric Johnson,BTH,EU
icdcs,2012,Souhwan Jung,SSU,AS
icdcs,2012,Wen-Fu Kao,Intel,NA
icdcs,2012,Sneha Kumar,Kasera University of Utah,NA
icdcs,2012,George Kesidis,Penn-State University,NA
icdcs,2012,Darrell Kienzle,Symantec Research Labs,NA
icdcs,2012,Wenke Lee,George Tech,NA
icdcs,2012,Chin-Laung Lei,National Taiwan University,AS
icdcs,2012,Karl Levitt,UC Davis,NA
icdcs,2012,Peng Liu,Penn-State University,NA
icdcs,2012,Damon McCoy,George Mason University,NA
icdcs,2012,Jelena Mirkovic,USC,NA
icdcs,2012,Peng Ning,NC State University,NA
icdcs,2012,Andrew Odlyzko,University of Minnesota,NA
icdcs,2012,Daniela Oliveira,Bowdoin College,NA
icdcs,2012,Ai-Chun Pang,National Taiwan University,AS
icdcs,2012,Pierangela Samarati,Università degli Studi di Milano,EU
icdcs,2012,Matthew Spear,Google,NA
icdcs,2012,Angelos Stavrou,George Mason University,NA
icdcs,2012,Dongsheng Wang,Tsinghua University,AS
icdcs,2012,Sean Xiaoyang Wang,NSF,NA
icdcs,2012,Andreas Wepsi,IBM Research,EU
icdcs,2012,Yibo Xue,Tsinghua University,AS
icdcs,2012,Moti Yung,Google,NA
icdcs,2012,Habib Ammari,University of Michigan-Dearborn,NA
icdcs,2012,Giuseppe Anastasi,University of Pisa,EU
icdcs,2012,Chatschik Bisdikian,IBM Research,NA
icdcs,2012,Guohong Cao,Pennsylvania State University,NA
icdcs,2012,Guihai Chen,Shanghai Jiao Tong University,AS
icdcs,2012,Jiming Chen,Zhejiang University,AS
icdcs,2012,Yingying Chen,Stevens Institute of Technology,NA
icdcs,2012,Xiuzhen Cheng,George Washington University,NA
icdcs,2012,Marco Conti,CNR,EU
icdcs,2012,Raja Datta,"Indian Institute of Technology, Kharagpur",AS
icdcs,2012,Mario Di Francesco,Aalto University,EU
icdcs,2012,Xinwen Fu,University of Massachusetts Lowell,NA
icdcs,2012,Deepak Ganesan,University of Massachusetts at Amherst,NA
icdcs,2012,Silvia Giordano,SUPSI,EU
icdcs,2012,Himanshu Gupta,"State University of New York, Stony Brook",NA
icdcs,2012,Tian He,University of Minnesota,NA
icdcs,2012,Wendi Heinzelman,University of Rochester,NA
icdcs,2012,Hongbo Jiang,Huazhong University of Science and Technology,AS
icdcs,2012,Raja Jurdak,CSIRO,OC
icdcs,2012,Shivkumar Kalyanaraman,IBM India,AS
icdcs,2012,Kaushik Kar,Renssellaer Polytechnic Institute,NA
icdcs,2012,Holger Karl,University of Paderborn,EU
icdcs,2012,Srikanth Krishnamurthy,UC Riverside,NA
icdcs,2012,Santosh Kumar,University of Memphis,NA
icdcs,2012,Tom La Porta,Pennsylvania State University,NA
icdcs,2012,Koen Langendoen,Delft University of Technology,EU
icdcs,2012,Mo Li Nanyang,"Technological University, Singapore",AS
icdcs,2012,Xiang-Yang Li,Illinois Institute of Technology,NA
icdcs,2012,Jie Liu,Microsoft Research,NA
icdcs,2012,Kebin Liu,Tsinghua University,AS
icdcs,2012,Xue Liu,McGill University,NA
icdcs,2012,Yonghe Liu,University of Texas at Arlington,NA
icdcs,2012,Chenyang Lu,"Washington University, St. Louis",NA
icdcs,2012,Huadong Ma,Beijing University of Posts and Telecommunications,AS
icdcs,2012,Shiwen Mao,Auburn University,NA
icdcs,2012,Alfredo Navarra,University of Perugia,EU
icdcs,2012,Sotiris Nikoletseas,Patras University,EU
icdcs,2012,Chiara Perioli,University of Rome,EU
icdcs,2012,Dirk Pesch,Cork Institute of Technology,EU
icdcs,2012,Cristina M. Pinotti,University of Perugia,EU
icdcs,2012,Fengyuan Ren,Tsinghua University,AS
icdcs,2012,Kay Romer,ETH Zurich,EU
icdcs,2012,Nirmalya Roy,I2R,AS
icdcs,2012,Aruna Seneviratne,NICTA,OC
icdcs,2012,Ness Shroff,Ohio State University,NA
icdcs,2012,Krishna Sivalingam,Indian Institute of Technology,AS
icdcs,2012,Min Song,NSF,NA
icdcs,2012,Yoshito Tobe,Tokyo Denki University,AS
icdcs,2012,Wade Trappe,Rutgers University,NA
icdcs,2012,Guiling Wang,New Jersey Institute of Technology,NA
icdcs,2012,Jie Wu,Temple University,NA
icdcs,2012,Dong Xuan,Ohio State University,NA
icdcs,2012,Zheng Yang,Hong Kong University of Science and Technology,AS
icdcs,2012,Yanchao Zhang,Arizona State University,NA
icdcs,2012,Tarek Abdelzaher,University of Illinois at Urbana-Champaign,NA
icdcs,2012,Roberto Baldoni,University of Rome “La Sapienza”,EU
icdcs,2012,Doug Blough,Georgia Institute of Technology,NA
icdcs,2012,Felicita Di Giandomenico,Italian National Research Council,EU
icdcs,2012,Elias Duarte,Federal University of Parana,SA
icdcs,2012,Jean-Charles Fabre,LAAS-CNRS,EU
icdcs,2012,Christof Fetzer,Dresden University of Technology,EU
icdcs,2012,Chris Gill,Washington University,NA
icdcs,2012,Fabíola Greve,Federal University of Bahia (UFBA),SA
icdcs,2012,Xiaohui (Helen) Gu,North Carolina State University,NA
icdcs,2012,Naohiro Hayashibara,Kyoto Sangyo University,AS
icdcs,2012,Henrique Madeira,University of Coimbra,EU
icdcs,2012,Miroslaw Malek,Humboldt University,EU
icdcs,2012,Jogesh Muppala,Hong Kong University of Science and Technology,AS
icdcs,2012,Priya Narasimhan,Carnegie Mellon University,NA
icdcs,2012,Cristina Nita-Rotaru,Purdue University,NA
icdcs,2012,Thomas Repantis,Akamai Technologies,NA
icdcs,2012,Mema Roussopoulos,University of Athens,EU
icdcs,2012,Peter Triantafillou,University of Patras,EU
icdcs,2012,Nalini Venkatasubramanian,"University of California, Irvine",NA
icdcs,2012,Philippas Tsigas,Chalmers University of Technology,EU
icdcs,2012,Spyros Voulgaris,VU University Amsterdam,EU
icdcs,2012,Yu-Sung (Hank) Wu,National Chiao Tung University,AS
icdcs,2012,Aad van Moorsel,Newcastle University,EU
icdcs,2013,Ittai Abraham,Microsoft Research,NA
icdcs,2013,James Aspnes,Yale University,NA
icdcs,2013,Petra Berenbrink,Simon Fraser University,NA
icdcs,2013,Armando Castaneda,Technion,AS
icdcs,2013,Keren Censor-Hillel,MIT,NA
icdcs,2013,Yuval Emek,ETH Zurich,EU
icdcs,2013,Rui Fan,Nanyang Technological University,AS
icdcs,2013,Paola Flocchini,University of Ottawa,NA
icdcs,2013,Chryssis Georgiou,University of Cyprus,AS
icdcs,2013,Prasad Jayanti,Dartmouth College,NA
icdcs,2013,Fabian Kuhn,University of Freiburg,EU
icdcs,2013,Christoph Lenzen,Weizmann Institute,AS
icdcs,2013,Victor Luchangco,Oracle,NA
icdcs,2013,Yoram Moses,Technion,AS
icdcs,2013,Rotem Oshman,University of Toronto,NA
icdcs,2013,Andrezj Pelc,Université du Québec en Outaouais,NA
icdcs,2013,Jared Saia,University of New Mexico,NA
icdcs,2013,Alexander Shvartsman,University of Connecticut,NA
icdcs,2013,Michael Spear,Lehigh University,NA
icdcs,2013,Corentin Travers,Universite de Bordeaux,EU
icdcs,2013,Mark Tuttle,Intel,NA
icdcs,2013,Jennifer Welch,Texas A&M University,NA
icdcs,2013,Philipp Woelfel,University of Calgary,NA
icdcs,2013,Radu Sion,Stony Brook,NA
icdcs,2013,Radu State,University of Luxembourg,EU
icdcs,2013,Pierangela Samarati,University of Milan,EU
icdcs,2013,Bogdan Carbunar,Florida State,NA
icdcs,2013,Ninghui Li,Purdue University,NA
icdcs,2013,Nikita Borisov,UIUC,NA
icdcs,2013,Reza Curtmola,NJIT,NA
icdcs,2013,Alina Oprea,RSA,
icdcs,2013,Mihai Christodorescu,IBM,NA
icdcs,2013,Moti Yung,Google,NA
icdcs,2013,Christian Cachin,IBM Zurich,EU
icdcs,2013,Nick Hopper,University of Minnesota,NA
icdcs,2013,Ben Zhao,"University of California, Santa Barbara",NA
icdcs,2013,Giuseppe Ateniese,La Sapienza Rome,EU
icdcs,2013,Haifeng Yu,National University of Singapore,AS
icdcs,2013,Apu Kapadia,Indiana University,NA
icdcs,2013,Anna Squicciarini,Penn State,NA
icdcs,2013,Douglas Reeves,North Carolina State University,NA
icdcs,2013,Elisa Bertino,Purdue University,NA
icdcs,2013,Yongdae Kim,KAIST,AS
icdcs,2013,Angelos Stavrou,George Mason University,NA
icdcs,2013,Jeff Seibert,MIT Lincoln Labs,NA
icdcs,2013,Yinglian Xie,Microsoft Research,NA
icdcs,2013,Yingying Chen,Stevens Institute of Technology,NA
icdcs,2013,Alex Shraer,Google,NA
icdcs,2013,Christof Fetzer,Dresden University of Technology,EU
icdcs,2013,Doug Blough,Georgia Institute of Technology,NA
icdcs,2013,Elias Duarte,Federal University of Parana,SA
icdcs,2013,Fabiola Greve,Federal University of Bahia,SA
icdcs,2013,Felicita Di Giandomenico,Italian National Research Council,EU
icdcs,2013,Fernado Pedone,University of Lugano,EU
icdcs,2013,Francois Taiani,Université de Rennes 1 / IRISA,EU
icdcs,2013,Gabriel Kliot,Microsoft Research (Redmond),NA
icdcs,2013,Jean-Philippe Martin,Microsoft Research,NA
icdcs,2013,Klara Nahrsteadt,University of Illinois at Urbana-Champaign,NA
icdcs,2013,Luis Rodrigues,IST/INESC-ID,EU
icdcs,2013,Naohiro Hayashibara,Kyoto Sangyo University,AS
icdcs,2013,Neeraj Suri,TU Darmstadt,EU
icdcs,2013,Paul Townend,University of Leeds,EU
icdcs,2013,Paulo Verissimo,Universidade de Lisboa,EU
icdcs,2013,Rachid Guerraoui,EPFL,EU
icdcs,2013,Roberto Baldoni,"University of Rome ""La Sapienza""",EU
icdcs,2013,Roman Vitenberg,University of Oslo,EU
icdcs,2013,Saurabh Bagchi,Purdue University,NA
icdcs,2013,William Sanders,University of Illinois at Urbana-Champaign,NA
icdcs,2013,Alfredo Navarra,University of Perugia,EU
icdcs,2013,Chiara Petrioli,Univ of Rome,EU
icdcs,2013,Cristina M. Pinotti,University of Perugia,EU
icdcs,2013,Fengyuan Ren,Tsinghua University,AS
icdcs,2013,Wu Fan,Shanghai Jiao Tong Univ,AS
icdcs,2013,Guiling Wang,New Jersey Institute of Technology,NA
icdcs,2013,Habib M. Ammari,University of Michigan-Dearborn,NA
icdcs,2013,Holger Karl,University of Paderborn,EU
icdcs,2013,Huadong Ma,Beijing University of Posts and Telecommunications,AS
icdcs,2013,Jiming Chen,Zhejiang University,AS
icdcs,2013,Dezun Dong,National University of Defense Technology,AS
icdcs,2013,Krishna Sivalingam,Indian Institute of Technology,AS
icdcs,2013,Mario Di Francesco,Aalto University,EU
icdcs,2013,Min Song,NSF,NA
icdcs,2013,Mo Li,Nanyang Technological University,AS
icdcs,2013,Nirmalya Roy,Washington State University,NA
icdcs,2013,Raja Jurdak,CSIRO,OC
icdcs,2013,Santosh Kumar,University of Memphis,NA
icdcs,2013,Shiwen Mao,Auburn University,NA
icdcs,2013,Wade Trappe,Rutgers University,NA
icdcs,2013,Wendi Heinzelman,University of Rochester,NA
icdcs,2013,Xinwen Fu,University of Massachusetts Lowell,NA
icdcs,2013,Xiuzhen Cheng,George Washington University,NA
icdcs,2013,Yanchao Zhang,Arizona State University,NA
icdcs,2013,Zheng Yang,Hong Kong University of Science and Technology,AS
icdcs,2013,Dong Xuan,Ohio State University,NA
icdcs,2013,Guohong Cao,Pennsylvania State University,NA
icdcs,2013,Tian He,University of Minnesota,NA
icdcs,2013,Xiang-Yang Li,Illinois Institute of Technology,NA
icdcs,2013,Xue Liu,MGill Univ,NA
icdcs,2013,Sajal Das,Univ. of Texas at Arlington,NA
icdcs,2013,Yunhao Liu,HKUST,AS
icdcs,2013,Jen-Jee Chen,National University of Tainan,AS
icdcs,2013,Lien-Wu Chen,Feng Chia University,AS
icdcs,2013,Meng-Shiuan Pan,Tamkang University,AS
icdcs,2013,You-Chiun Wang,National Sun Yat-Sen University,AS
icdcs,2013,Ting Zhu,Binghamton University,NA
icdcs,2013,Kaishun Wu,HKUST,AS
icdcs,2013,Shan Lin,Temple University,NA
icdcs,2013,Bo Han,University of Maryland,NA
icdcs,2013,Rui Zhang,Palo Alto Research Center (PARC),NA
icdcs,2013,Wen-Chih Peng,National Chiao Tung University,AS
icdcs,2013,Hongbo Jiang,Huazhong University of Science and Technology,AS
icdcs,2013,Cheng-Hsin Hsu,National Tsing Hua University,AS
icdcs,2013,Shan-Hung Wu,National Tsing Hua University,AS
icdcs,2013,Jerry Chou,National Tsing Hua University,AS
icdcs,2013,Gentian Jakllari,INP-ENSEEIHT,EU
icdcs,2013,Jie Yang,Oakland University,NA
icdcs,2013,Wen-Hwa Liao,Tatung University,AS
icdcs,2013,Chih-Min Chao,National Taiwan Ocean University,AS
icdcs,2013,Chih-Shun Hsu,Shih Hsin University,AS
icdcs,2013,Tao Gu,University of Southern Denmark,EU
icdcs,2013,Gu Yu,Singapore University of Technology and Design,AS
icdcs,2013,Ziguo Zhong,University of Nebraska,NA
icdcs,2013,Chung-Sheng Li,IBM T.J. Watson Research Center,NA
icdcs,2013,Kien Hua,University of Central Florida,NA
icdcs,2013,Hong Jiang,University of Nebraska- Lincoln,NA
icdcs,2013,Admela Jukan,"Technische Universitat, Braunshueig",EU
icdcs,2013,Feifei Li,University of Utah,NA
icdcs,2013,Baek-Young Choi,"University of Missouri, Kansas City",NA
icdcs,2013,Mohamed Mokbel,University of Minnesota,NA
icdcs,2013,Ali Butt,Virginia Tech,NA
icdcs,2013,Alfredo Cuzzocrea,University of Calabria,EU
icdcs,2013,Badrish Chandramouli,Microsoft Research,NA
icdcs,2013,Lionel Ni,Hong Kong Science and Technology University,AS
icdcs,2013,Sandeep Uttamchandani,VMware,NA
icdcs,2013,Ming-Syan Chen,Academic Sininca,AS
icdcs,2013,Narasimha Reddy,Texas A&M University,NA
icdcs,2013,Cristian Ungureanu,NEC Labs,NA
icdcs,2013,Ken Birman,Cornell University,NA
icdcs,2013,James Cowling,DropBox,NA
icdcs,2013,Jon Crowcroft,University of Cambridge,EU
icdcs,2013,Frank Dabek,Google,NA
icdcs,2013,Christos Gkantsidis,Microsoft Research,NA
icdcs,2013,Arno Jacobsen,University of Toronto,NA
icdcs,2013,Anne-Marie Kermarrec,INRIA,EU
icdcs,2013,Rubao Li,Ohio State University,NA
icdcs,2013,Frank Mueller,North Carolina State University,NA
icdcs,2013,Thanasis Papaioannou,EPFL,EU
icdcs,2013,Dan Ports,University of Washington,NA
icdcs,2013,Lakshmish Ramaswamy,University of Georgia,NA
icdcs,2013,Aameek Singh,IBM Research,NA
icdcs,2013,Joseph Tucek,HP Labs,NA
icdcs,2013,Lee Ward,Sandia National Laboratories,NA
icdcs,2013,Yangyong Zhang,Rutgers University,NA
icdcs,2013,Brian F. Cooper,Google,NA
icdcs,2013,Frank Eliassen,University of Oslo,EU
icdcs,2013,Jacob Gorm Hansen,Bromium,NA
icdcs,2013,Jacob R. Lorch,Microsoft Research,NA
icdcs,2013,Kenji Kono,Keio University,AS
icdcs,2013,Peter Triantafillou,University of Patras,EU
icdcs,2013,Peter Varman,Rice University,NA
icdcs,2013,Ramses Morales,Alcenit,
icdcs,2013,Renato Cerqueira,IBM Research Brazil,SA
icdcs,2013,Roy H. Campbell,University of Illinois at Urbana-Champaign,NA
icdcs,2013,Rui Oliveira,University of Minho,EU
icdcs,2013,Valerie Issarny,INRIA Paris,EU
icdcs,2013,Vincent Freeh,North Carolina State University,NA
icdcs,2013,Vivien Quéma,CNRS,EU
icdcs,2013,Wenbo He,McGill University,NA
icdcs,2013,Arun Iyengar,IBM,NA
icdcs,2013,Mudhakar Srivatsa,IBM Hawthorne NY,NA
icdcs,2013,Michael Vrable,Google,NA
icdcs,2013,K. R. Jayaram,HP Labs,NA
icdcs,2013,Bin Liu,Tsinghua University,AS
icdcs,2013,Doug Downey,Northwestern University,NA
icdcs,2013,Cheng Huang,Microsoft Research,NA
icdcs,2013,Jimmy Huang,York University,NA
icdcs,2013,Sergey Gorinsky,IMDEA,EU
icdcs,2013,Baochun Li,University of Toronto,NA
icdcs,2013,Dejan Kostic,EPFL,EU
icdcs,2013,Craig Wills,Worcester Polytechnic Institute,NA
icdcs,2013,David Yau,Purdue University,NA
icdcs,2013,Saikat Guha,Microsoft Research,NA
icdcs,2013,Jorg Liebeherr,University of Toronto,NA
icdcs,2013,Kevin Almeroth,UC Santa Barbara,NA
icdcs,2013,Alan Mislove,Northeastern University,NA
icdcs,2013,Sanjay Rao,Purdue University,NA
icdcs,2013,John Lui,Chinese University Hong Kong,AS
icdcs,2013,Jed Crandall,University of New Mexico,NA
icdcs,2013,Dmitri Logiunov,Texas A&M,NA
icdcs,2013,Ram Keralapura,Narus Inc.,
icdcs,2013,Gabriel Macia,University of Granada,EU
icdcs,2013,Tarek Abdelzaher,UIUC,NA
icdcs,2013,John Carter,IBM Research,NA
icdcs,2013,Jordi Guitart,UPC/BSC,EU
icdcs,2013,Sandeep Gupta,Arizona State University,NA
icdcs,2013,Aman Kansal,Microsoft Research,NA
icdcs,2013,Manish Parashar,Rutgers University,NA
icdcs,2013,Jean-Marc Pierson,University Paul Sabatier,EU
icdcs,2013,Karsten Schwan,Georgia Tech,NA
icdcs,2013,Prashant Shenoy,Univ. of Mass. at Amherst,NA
icdcs,2013,Anand Sivasubramaniam,Penn State University,NA
icdcs,2013,Anwar Walid,Bell Labs,NA
icdcs,2013,Xiaorui Wang,Ohio State University,NA
icdcs,2013,Adam Wierman,Caltech,NA
icdcs,2013,Cheng-Zhong Xu,Wayne State University,NA
icdcs,2013,Mani Srivastava,Univ. of California at Los Angeles,NA
icdcs,2013,Suresh Singh,Portland State Univ.,NA
icdcs,2013,Jeff Chase,Duke University,NA
icdcs,2013,Martin Schulz,Lawrence Livermore National Lab,NA
icdcs,2013,Abhishek Chandra,University of Minnesota,NA
icdcs,2013,Aziz Mohaisen,Verisign Labs,NA
icdcs,2013,Benyuan Liu,"University of Massachusetts, Lowell",NA
icdcs,2013,Bruno Ribeiro,"University of Massachusetts, Amherst",NA
icdcs,2013,Carmen Guerrero,Universidad de Carlos III de Madrid,EU
icdcs,2013,Cecilia Mascolo,University of Cambridge,EU
icdcs,2013,Chen-Nee Chuah,"University of California, Davis",NA
icdcs,2013,Fabián E. Bustamante,Northwestern University,NA
icdcs,2013,Hedge Nidhi,"Technicolor Labs, Paris",EU
icdcs,2013,Jacky Shen,Microsoft Research Asia,AS
icdcs,2013,Jia Wang,AT&T Labs -- Research,NA
icdcs,2013,Joerg Widmer,"IMDEA Networks, Spain",EU
icdcs,2013,Kui Ren,"University of Buffalo, New York",NA
icdcs,2013,Lixin Gao,"University of Massachusetts, Amherst",NA
icdcs,2013,Moritz Steiner,Alcatel-Lucent Bell Labs,NA
icdcs,2013,My Thai,University of Florida,NA
icdcs,2013,Reza Rejaie,University of Oregon,NA
icdcs,2013,Rubén Cuevas,Universidad de Carlos III de Madrid,EU
icdcs,2013,Ruben Torres,Narus Inc.,
icdcs,2013,Sanghwan Lee,"Kookmin University, Korea",AS
icdcs,2013,Sejun Song,Texas A&M University,NA
icdcs,2013,Subhabrata Sen,AT&T Labs -- Research,NA
icdcs,2013,Yafei Dai,Peking University,AS
icdcs,2013,Yu Jin,AT&T Labs,NA
icdcs,2014,Michael Carey,UC Irvine,NA
icdcs,2014,Shimin Chen,ICT CAS,AS
icdcs,2014,Amol Deshpande,U. Maryland,NA
icdcs,2014,Garth Gibson,Carnegie Mellon,NA
icdcs,2014,Chris Jermaine,Rice,NA
icdcs,2014,Michael Kozuch,Intel Labs,NA
icdcs,2014,Ling Liu,Georgia Tech,NA
icdcs,2014,Beng Chin Ooi,NUS,AS
