Conference,Year,Name,Institution,Continent
ccgrid,2021,Mohammad Shojafar,University of Surrey,EU
ccgrid,2021,Qingye Jiang,Amazon Web Services,OC
ccgrid,2021,Yu Zhang,Huazhong University of Science and Technology,AS
ccgrid,2021,Quan Chen,Shanghai Jiao Tong University,AS
ccgrid,2021,Feng Zhang,Renmin University of China,AS
ccgrid,2021,Shixuan Sun,National University of Singapore,AS
ccgrid,2021,Zeyi Wen,The University of Western Australia,OC
ccgrid,2021,Bingsheng He,National University of Singapore,AS
ccgrid,2021,Yong Chen,Texas Tech University,NA
ccgrid,2021,Miguel Correia,Universidade de Lisboa,EU
ccgrid,2021,C.L. Wang,The University of Hong Kong,AS
ccgrid,2021,Sungjin Lee,DGIST (Daegu Gyeongbuk Institute of Science and Technology),AS
ccgrid,2021,Diana Moise,Cray Inc.,NA
ccgrid,2021,Houjun Tang,Lawrence Berkeley National Laboratory,NA
ccgrid,2021,Anthony Kougkas,Illinois Institute of Technology,NA
ccgrid,2021,Suren Byna,Lawrence Berkeley National Laboratory,NA
ccgrid,2021,Michael Kuhn,Otto von Guericke University Magdeburg,EU
ccgrid,2021,Günther Pernul,Universität Regensburg,EU
ccgrid,2021,Silvina Caíno-Lores,University of Tennessee,NA
ccgrid,2021,Helen Karatza,Aristotle University of Thessaloniki,EU
ccgrid,2021,Xavier Martorell,Universitat Politècnica de Catalunya,EU
ccgrid,2021,Laurent Lefevre,INRIA,EU
ccgrid,2021,Valerio Schiavoni,University of Neuchâtel,EU
ccgrid,2021,Weifa Liang,The Australian National University,OC
ccgrid,2021,Rajkumar Buyya,The University of Melbourne,OC
ccgrid,2021,Hai Jin,Huazhong University of Science and Technology,AS
ccgrid,2021,Manish Parashar,Rutgers University,NA
ccgrid,2021,Nezer Zaidenberg,College of management academic studies,AS
ccgrid,2021,Pedro Inácio,Universidade da Beira Interior,EU
ccgrid,2021,Vlad Tiberiu,INSA Lyon,EU
ccgrid,2021,Cristina Alcaraz,UMA,EU
ccgrid,2021,Nuno Santos,INESC-ID / Instituto Superior Tecnico,EU
ccgrid,2021,Ruediger Kapitza,TU Braunschweig,EU
ccgrid,2021,Fabio Martinelli,IIT-CNR,EU
ccgrid,2021,Paolo Mori,IIT-CNR,EU
ccgrid,2021,Carlos Maziero,UFPR,SA
ccgrid,2021,André Zúquete,University of Aveiro,EU
ccgrid,2021,Ananth Kalyanaraman,Washington State University,NA
ccgrid,2021,Rong Ge,Clemson University,NA
ccgrid,2021,Jinjun Chen,Swinburne University of Technology,OC
ccgrid,2021,Marcos Assuncao,Inria,EU
ccgrid,2021,Qiang He,Swinburne University of Technology,OC
ccgrid,2021,Ligang He,The University of Warwick,EU
ccgrid,2021,Deze Zeng,The University of Aizu,AS
ccgrid,2021,Alfredo Goldman,University of São Paulo,SA
ccgrid,2021,Philippe Navaux,UFRGS,SA
ccgrid,2021,Xuanhua Shi,Huazhong University of Science and Technology,AS
ccgrid,2021,Xiao Liu,Deakin University,OC
ccgrid,2021,Weiguo Liu,Shandong University,AS
ccgrid,2021,Song Wu,Huazhong University of Science and Technology,AS
ccgrid,2021,Jidong Zhai,Tsinghua University,AS
ccgrid,2021,Zichuan Xu,Dalian University of Technology,AS
ccgrid,2021,Yinlong Xu,University of Science and Technology of China,AS
ccgrid,2021,Qiufen Xia,Dalian University of Technology,AS
ccgrid,2021,Rizos Sakellariou,The University of Manchester,EU
ccgrid,2021,Radu Prodan,University of Klagenfurt,EU
ccgrid,2021,Wenzheng Xu,Sichuan University,AS
ccgrid,2021,Domenico Talia,University of Calabria,EU
ccgrid,2021,Jorge G. Barbosa,University of Porto,EU
ccgrid,2021,Sandra Gesing,University of Notre Dame,NA
ccgrid,2021,Thomas Fahringer,University of Innsbruck,EU
ccgrid,2021,Shadi Ibrahim,Inria,EU
ccgrid,2021,Rodrigo N. Calheiros,Western Sydney University,OC
ccgrid,2021,Felix Garcia-Carballeira,University Carlos III of Madrid,EU
ccgrid,2021,Bronis de Supinski,Lawrence Livermore National Laboratory,NA
ccgrid,2021,Amelie Chi Zhou,Shenzhen University,AS
ccgrid,2021,Diana Goehringer,TU Dresden,EU
ccgrid,2021,Georges Da Costa,IRIT/Toulouse III,EU
ccgrid,2021,Carlos Westphall,Universidade Federal de Santa Catarina,SA
ccgrid,2021,Lei Liu,Shandong University,AS
ccgrid,2021,Patrick P. C. Lee,The Chinese University of Hong Kong,AS
ccgrid,2021,Edgar Gabriel,University of Houston,NA
ccgrid,2021,Jose Moreira,IBM,NA
ccgrid,2021,Ali Anwar,IBM,NA
ccgrid,2021,Kalyana Chadalavada,Intel,NA
ccgrid,2021,Julian Martin Kunkel,University of Reading,EU
ccgrid,2021,Preeti Malakar,Indian Institute of Technology Kanpur,AS
ccgrid,2021,Dong Dai,UNC Charlotte,NA
ccgrid,2021,Bin Dong,Lawrence Berkeley National Laboratory,NA
ccgrid,2021,Alex Sim,Lawrence Berkeley National Laboratory,NA
ccgrid,2021,Anna Queralt,Barcelona Supercomputing Center,EU
ccgrid,2021,Xiaoyi Lu,The Ohio State University,NA
ccgrid,2021,Philip Carns,Argonne National Laboratory,NA
ccgrid,2021,George Teodoro,University of Maryland,NA
ccgrid,2021,Jean-Marc Pierson,University of Toulouse,EU
ccgrid,2021,Ioana Banicescu,Mississippi State University,NA
ccgrid,2021,Youngjae Kim,Sogang University,AS
ccgrid,2021,Osamu Tatebe,University of Tsukuba,AS
ccgrid,2021,Annette Bieniusa,University of Kaiserslautern,EU
ccgrid,2021,Young-Ri Choi,UNIST,AS
ccgrid,2021,Zhiling Lan,Illinois Institute of Technology,NA
ccgrid,2021,Robert Hsu,National Chung Cheng University,AS
ccgrid,2021,Xiaowen Chu,Hong Kong Baptist University,AS
ccgrid,2021,Cheng-Zhong Xu,University of Macau,AS
ccgrid,2021,Weikuan Yu,Florida State University,NA
ccgrid,2021,Woongki Baek,UNIST,AS
ccgrid,2021,Dongseong Kim,The University of Queensland,OC
ccgrid,2021,Yanmin Zhu,Shanghai Jiao Tong University,AS
ccgrid,2021,Maciej Malawski,AGH University of Science and Technology,EU
ccgrid,2021,Jaejin Lee,Seoul National University,AS
ccgrid,2021,Bing Bing Zhou,The University of Sydney,OC
ccgrid,2021,Sangheon Pack,Korea University,AS
ccgrid,2021,Haikun Liu,Huazhong University of Science and Technology,AS
ccgrid,2021,Shuhao Zhang,TU Berlin,EU
ccgrid,2021,Jiong He,Institute of High Performance Computing,AS
ccgrid,2021,Yao Chen,Advanced Digital Sciences Center,AS
ccgrid,2021,Pangfeng Liu,National Taiwan University,AS
ccgrid,2021,Sheng Di,ANL,NA
ccgrid,2021,Jingling Xue,The University of New South Wales,OC
ccgrid,2021,Giuliano Casale,Imperial College London,EU
ccgrid,2021,Ramin Yahyapour,GWDG - University of Göttingen,EU
ccgrid,2021,Mohsen Amini Salehi,University of Louisiana Lafayette,NA
ccgrid,2021,Peng Li,The University of Aizu,AS
ccgrid,2021,Paolo Trunfio,University of Calabria,EU
ccgrid,2021,Lúcia Drummond,Fluminense Federal University,SA
ccgrid,2021,Massimo Villari,University of Messina,EU
ccgrid,2021,Guangming Tan,"Institute of Computing Technology, Chinese Academy of Sciences",AS
ccgrid,2021,Lizhe Wang,China University of Geosciences,AS
ccgrid,2021,Pascal Bouvry,University of Luxembourg,EU
ccgrid,2021,Azzedine Boukerche,University of Ottawa,NA
ccgrid,2021,Javid Taheri,Karlstad University,EU
ccgrid,2021,Viktor Prasanna,University of Southern California,NA
ccgrid,2021,Jemal Abawajy,Deakin University,OC
ccgrid,2021,Ashish Verma,IBM Research,NA
ccgrid,2021,Kimmy Mu,HDF group,NA
ccgrid,2021,Hyun-Wook Jin,Konkuk University,AS
ccgrid,2021,Yongseok Son,Chung-Ang University,AS
ccgrid,2021,Sebastien Lafond,Åbo Akademi University,EU
ccgrid,2021,Demetris Trihinas,University of Nicosia,AS
ccgrid,2021,Adrien Lèbre,Inria,EU
ccgrid,2021,Mike Wittie,Montana State University,NA
ccgrid,2021,Jianfeng Zhan,"Institute of Computing Technology, Chinese Academy of Sciences",AS
ccgrid,2021,Hari Subramoni,The Ohio State University,NA
ccgrid,2021,Nectarios Koziris,National Technical University of Athens,EU
ccgrid,2021,Devesh Tiwari,Northeastern University,NA
ccgrid,2021,Sunita Chandrasekaran,University of Delaware,NA
ccgrid,2021,Ryan E. Grant,Sandia National Laboratories,NA
ccgrid,2021,Douglas Thain,University of Notre Dame,NA
ccgrid,2021,Michela Becchi,North Carolina State University,NA
ccgrid,2021,Miao Hu,Sun Yat-sen University,AS
ccgrid,2021,Abhinav Vishnu,AMD,NA
ccgrid,2021,Zhen Liu,Beijing Jiaotong University,AS
ccgrid,2021,Tor Skeie,IFI/UIO,EU
ccgrid,2021,Yogesh Simmhan,Indian Institute of Science,AS
ccgrid,2021,Shinichi Yamagiwa,University of Tsukuba,AS
ccgrid,2021,Gabriele Mencagli,University of Pisa,EU
ccgrid,2021,Anne-Cécile Orgerie,CNRS,EU
ccgrid,2021,Romain Rouvoy,Univ. Lille / Inria / IUF,EU
ccgrid,2021,Graham Kirby,University of St Andrews,EU
ccgrid,2021,Shrisha Rao,International Institute of Information Technology - Bangalore,AS
ccgrid,2021,Vignesh Adhinarayanan,AMD Research,NA
ccgrid,2021,Lei Yang,South China University of Technology,AS
ccgrid,2021,Francois Tessier,ETH,EU
ccgrid,2021,Jithin Jose,Microsoft,NA
ccgrid,2021,Hongyang Sun,Vanderbilt University,NA
ccgrid,2021,Felix Garcia-Carballeria,Universidad Carlos III de Madrid,EU
ccgrid,2021,Shanika Karunasekera,The University of Melbourne,OC
ccgrid,2021,Dimitrios Nikolopoulos,Virginia Tech,NA
ccgrid,2021,Wayne Kelly,Queensland University of Technology,OC
ccgrid,2021,Tian Guo,Worcester Polytechnic Institute,NA
ccgrid,2021,Ian Atkinson,James Cook University,OC
ccgrid,2021,Jason Haga,National Institute of Advanced Industrial Science and Technology (AIST),AS
ccgrid,2021,Ousmane Thiare,Gaston Berger University,NA
ccgrid,2021,Heru Suhartanto,Universitas Indonesia,AS
ccgrid,2021,Stefano Markidis,KTH Royal Institute of Technology,EU
ccgrid,2021,Frederic Suter,CC IN2P3 / CNRS,EU
ccgrid,2021,Cedric Tedeschi,INRIA,EU
ccgrid,2021,Carsten Trinitis,Technical University of Munich,EU
ccgrid,2021,Christian Toinard,ENSI Bourges,EU
ccgrid,2021,Barney Maccabe,Oak Ridge National Laboratory,NA
ccgrid,2021,Hidemoto Nakada,National Institute of Advanced Industrial Science and Technology (AIST),AS
ccgrid,2021,Zahir Tari,RMIT University,OC
ccgrid,2021,Ritu Arora,University of Texas (UT) at Austin,NA
ccgrid,2021,Mirjana Ivanovic,University of Novi Sad,EU
ccgrid,2021,Dongkyun Kim,KISTI,AS
ccgrid,2021,Bu Sung Lee,Nanyang Technological University,AS
ccgrid,2021,Omer Rana,Cardiff University,EU
ccgrid,2021,Hyoungshick Kim,Sungkyunkwan University,AS
ccgrid,2021,Shancang Li,University of the West of England,EU
ccgrid,2021,Vishwas Patil,IIT Bombay,AS
ccgrid,2021,Shiva Raj Pokhrel,Deakin University,OC
ccgrid,2021,Nitin Auluck,"Indian Institute of Technology, Ropar",AS
ccgrid,2021,Hagen Lauer,Fraunhofer SIT,EU
ccgrid,2021,Yuan Hong,Illinois Institute of Technology,NA
ccgrid,2021,Raghunath Raja Chandrasekar,Amazon Web Services,NA
ccgrid,2021,Chai Kiat Yeo,Nanyang Technological University,AS
ccgrid,2021,Andrew Wendelborn,The University of Adelaide,OC
ccgrid,2021,Schahram Dustdar,Vienna University of Technology,EU
ccgrid,2021,Adel N. Toosi,Monash University,OC
ccgrid,2021,Mohammad Goudarzi,University of Melbourne,OC
ccgrid,2021,Prapaporn Rattanatamrong,University of Florida,NA
ccgrid,2021,Daniel Sun,CSIRO,OC
ccgrid,2021,Bruno Martin,Univ. Côte d’Azur,EU
ccgrid,2021,Julian Jang-Jaccard,Massey University,OC
ccgrid,2021,Travis Desell,Rochester Inst of Tech,NA
ccgrid,2021,Philipp Gschwandtner,University of Innsbruck,EU
ccgrid,2021,Beniamino Di Martino,University of Campania,EU
ccgrid,2021,Muhammad Zakarya,Abdul Wali Khan University Mardan,AS
ccgrid,2021,Thomas Lambert,INRIA,EU
ccgrid,2022,Sharif Abuadbba,Data61/CSIRO,OC
ccgrid,2022,Vignesh Adhinarayanan,AMD Research,NA
ccgrid,2022,Sarah Ahmed,"CCBS, University of Karachi",AS
ccgrid,2022,Nour Almadhoun Alserr,ETH Zürich,EU
ccgrid,2022,Gabriel Antoniu,INRIA,EU
ccgrid,2022,Danilo Ardagna,Politecnico di Milano,EU
ccgrid,2022,Nitin Auluck,"Indian Institute of Technology, Ropar",AS
ccgrid,2022,Ariful Azad,Indiana University Bloomington,NA
ccgrid,2022,Muhammad Ajmal Azad,University of Derby,EU
ccgrid,2022,Abdel-Hameed Badawy,New Mexico State University,NA
ccgrid,2022,Woongki Baek,UNIST,AS
ccgrid,2022,Daniel Balouek-Thomert,University of Utah,NA
ccgrid,2022,Yogesh Barve,Vanderbilt University,NA
ccgrid,2022,Chris Bayliss,The University of Melbourne,OC
ccgrid,2022,Jean-Baptiste Besnard,ParaTools SAS,EU
ccgrid,2022,Jean Luca Bez,Lawrence Berkeley National Laboratory,NA
ccgrid,2022,Janki Bhimani,Northeastern University,NA
ccgrid,2022,Robert Birke,ABB Research,EU
ccgrid,2022,Luiz F. Bittencourt,University of Campinas,SA
ccgrid,2022,Craig Bower,University of Leicester,EU
ccgrid,2022,Ivona Brandic,TU Vienna,EU
ccgrid,2022,Rajkumar Buyya,The University of Melbourne,OC
ccgrid,2022,Maria Carla Calzarossa,University of Pavia,EU
ccgrid,2022,Seyit Camtepe,Data61/CSIRO,OC
ccgrid,2022,Mihai Capotă,Intel Labs,NA
ccgrid,2022,Paul Carpenter,Barcelona Supercomputing Center,EU
ccgrid,2022,Jesus Carretero,Universidad Carlos III de Madrid,EU
ccgrid,2022,David Chadwick,Crossword Cybersecurity,EU
ccgrid,2022,Nicholas Chaimov,University of Oregon,NA
ccgrid,2022,Abhishek Chandra,University of Minnesota,NA
ccgrid,2022,Sunita Chandrasekaran,University of Delaware,NA
ccgrid,2022,Quan Chen,Shanghai Jiao Tong University,AS
ccgrid,2022,Shiping Chen,Data61/CSIRO,OC
ccgrid,2022,Yong Chen,Texas Tech University,NA
ccgrid,2022,Kenneth Chiu,SUNY Binghamton,NA
ccgrid,2022,Xiaowen Chu,Hong Kong Baptist University,AS
ccgrid,2022,Shaanan Cohney,The University of Melbourne,OC
ccgrid,2022,Pawel Czarnul,Gdansk University of Technology,EU
ccgrid,2022,Alexandre da Silva Veith,University of Toronto,NA
ccgrid,2022,Dong Dai,UNC Charlotte,NA
ccgrid,2022,Priyanthi Dassanayake,University of Leicester,EU
ccgrid,2022,Bronis de Supinski,Lawrence Livermore National Laboratory,NA
ccgrid,2022,Aditya Devarakonda,Wake Forest University,NA
ccgrid,2022,Sheng Di,Argonne National Laboratory,NA
ccgrid,2022,Marios Dikaiakos,University of Cyprus,AS
ccgrid,2022,Beniamino Di Martino,Università della Campania Luigi Vanvitelli,EU
ccgrid,2022,Ciprian Dobre,University Politehnica of Bucharest,EU
ccgrid,2022,Matthew Dosanjh,Sandia National Laboratories,NA
ccgrid,2022,Schahram Dustdar,Vienna University of Technology,EU
ccgrid,2022,Kira Duwe,Otto von Guericke University Magdeburg,EU
ccgrid,2022,Jan Eitzinger,Regional Computing Center Erlangen,EU
ccgrid,2022,Trilce Estrada,University of New Mexico,NA
ccgrid,2022,Umberto Ferraro Petrillo,Sapienza University of Rome,EU
ccgrid,2022,Rafael Ferreira da Silva,Oak Ridge National Laboratory,NA
ccgrid,2022,Pantelis Frangoudis,TU Wien,EU
ccgrid,2022,Song Fu,University of North Texas,NA
ccgrid,2022,Ana Gainaru,Oak Ridge National Laboratory,NA
ccgrid,2022,Javier Garcia-Blas,Carlos III University,EU
ccgrid,2022,Rong Ge,Clemson University,NA
ccgrid,2022,Markus Geimer,Juelich Supercomputing Centre,EU
ccgrid,2022,Balazs Gerofi,The University of Tokyo,AS
ccgrid,2022,Dror Goldenberg,NVIDIA,AS
ccgrid,2022,Madhu Govindaraju,SUNY Binghamton,NA
ccgrid,2022,Ryan E. Grant,Queen's University,NA
ccgrid,2022,Philipp Gschwandtner,University of Innsbruck,EU
ccgrid,2022,Qiang Guan,Kent State University,NA
ccgrid,2022,Dorgival Guedes,Universidade Federal de Minas Gerais,SA
ccgrid,2022,Carlos Guerrero,Universitat de les Illes Balears,EU
ccgrid,2022,Harshit Gupta,Georgia Institute of Technology,NA
ccgrid,2022,Anisa Halimi,IBM Research,EU
ccgrid,2022,Jeff Hammond,Intel,NA
ccgrid,2022,Simon Hammond,Sandia National Laboratories,NA
ccgrid,2022,Rui Han ICT,Chinese Academy of Sciences,AS
ccgrid,2022,Toshihiro Hanawa,The University of Tokyo,AS
ccgrid,2022,Bingsheng He,National University of Singapore,AS
ccgrid,2022,Ligang He,The University of Warwick,EU
ccgrid,2022,Qiang He,Swinburne University of Technology,OC
ccgrid,2022,Ahmed Helal,Intel,NA
ccgrid,2022,Shadi Ibrahim,Inria Rennes - Bretagne Atlantique Research Center,EU
ccgrid,2022,Alexandru Iosup,Vrije Universiteit Amsterdam,EU
ccgrid,2022,Fuyuki Ishikawa,National Institute of Informatics,AS
ccgrid,2022,Tanzima Islam,Texas State University,NA
ccgrid,2022,Julien Jaeger,CEA,EU
ccgrid,2022,Ali Jannesari,University of California Berkeley,NA
ccgrid,2022,Tianxi Ji,Case Western Reserve University,NA
ccgrid,2022,Hai Jiang,Arkansas State University,NA
ccgrid,2022,Vana Kalogeraki,Athens University of Economics and Business,EU
ccgrid,2022,Qiao Kang,Lawrence Berkeley National Laboratory,NA
ccgrid,2022,Sven Karlsson,Technical University of Denmark,EU
ccgrid,2022,Rajkumar Kettimuthu,Argonne National Lab and The University of Chicago,NA
ccgrid,2022,Michael Klemm,AMD,NA
ccgrid,2022,Dalibor Klusacek,CESNET,EU
ccgrid,2022,Fabio Kon,University of São Paulo,SA
ccgrid,2022,Anthony Kougkas,Illinois Institute of Technology,NA
ccgrid,2022,Julian Martin Kunkel,University of Reading,EU
ccgrid,2022,Zhiling Lan,Illinois Institute of Technology,NA
ccgrid,2022,Alexey Lastovetsky,University College Dublin,EU
ccgrid,2022,Christopher Leckie,The University of Melbourne,OC
ccgrid,2022,Dongyoon Lee,Stony Brook University,NA
ccgrid,2022,Patrick P. C. Lee,The Chinese University of Hong Kong,AS
ccgrid,2022,Seyong Lee,Oak Ridge National Laboratory,NA
ccgrid,2022,Weifa Liang,City University of Hong Kong,AS
ccgrid,2022,John Linford,NVIDIA,NA
ccgrid,2022,Antonio Liotta,Free University of Bozen-Bolzano,EU
ccgrid,2022,Lu Liu,University of Leicester,EU
ccgrid,2022,Xiaoyi Lu,University of California Merced,NA
ccgrid,2022,Yang Lu,University of Kent,EU
ccgrid,2022,Piotr Luszczek,University of Tennessee Knoxville,NA
ccgrid,2022,Preeti Malakar,Indian Institute of Technology Kanpur,AS
ccgrid,2022,Allen Malony,University of Oregon,NA
ccgrid,2022,Rui Mao,Shenzhen University,AS
ccgrid,2022,Manolis Marazakis,Institute of Computer Science – FORTH,EU
ccgrid,2022,Stefano Markidis,KTH Royal Institute of Technology,EU
ccgrid,2022,Naoya Maruyama,NVIDIA,NA
ccgrid,2022,Miguel Matos,INESC-ID/University of Lisboa,EU
ccgrid,2022,Richard McClatchey,University of the West of England,EU
ccgrid,2022,Guillaume Mercier,ENSEIRB/INRIA,EU
ccgrid,2022,Geyong Min,University of Exeter,EU
ccgrid,2022,Jose Moreira,IBM,NA
ccgrid,2022,Ralf-Peter Mundani,University of Applied Sciences of the Grisons,EU
ccgrid,2022,Toby Murray,The University of Melbourne,OC
ccgrid,2022,Leandro Navarro,Universitat Politècnica de Catalunya,EU
ccgrid,2022,Dimitrios Nikolopoulos,Virginia Tech,NA
ccgrid,2022,Anne-Cécile Orgerie,CNRS,EU
ccgrid,2022,Oznur Ozkasap,Koc University,AS
ccgrid,2022,Yao Pan,The University of Melbourne,OC
ccgrid,2022,Thomas Pasquier,University of Bristol,EU
ccgrid,2022,Antonio J. Peña,Barcelona Supercomputing Center,EU
ccgrid,2022,Guillaume Pierre,Univ. Rennes/INRIA/CNRS/IRISA,EU
ccgrid,2022,Artur Podobas,KTH Royal Institute of Technology,EU
ccgrid,2022,Massimiliano Rak,University of Campania Luigi Vanvitelli,EU
ccgrid,2022,Arvind Ramanathan,Argonne National Laboratory,NA
ccgrid,2022,Thomas Rausch,Vienna University of Technology,EU
ccgrid,2022,Laura Ricci,University of Pisa,EU
ccgrid,2022,Sébastien Rumley,University of Applied Sciences Western Switzerland Fribourg,EU
ccgrid,2022,Rizos Sakellariou,The University of Manchester,EU
ccgrid,2022,Rabia Saleem,University of Derby,EU
ccgrid,2022,Mitsuhisa Sato,RIKEN AICS/University of Tsukuba,AS
ccgrid,2022,Aamir Shafi,The Ohio State University,NA
ccgrid,2022,Prateek Sharma,Indiana University Bloomington,NA
ccgrid,2022,Xuanhua Shi,Huazhong University of Science and Technology,AS
ccgrid,2022,Yogesh Simmhan,Indian Institute of Science,AS
ccgrid,2022,Ahsan Raza Siyal,ICCBS University of Karachi,AS
ccgrid,2022,Josef Spillner,Zurich University of Applied Sciences,EU
ccgrid,2022,Anthony Stell,The University of Melbourne,OC
ccgrid,2022,Christopher Stewart,The Ohio State University,NA
ccgrid,2022,Shinji Sumimoto,Fujitsu,AS
ccgrid,2022,Hiroyuki Takizawa,Tohoku University,AS
ccgrid,2022,Nathan Tallent,Pacific Northwest National Laboratory,NA
ccgrid,2022,Houjun Tang,Lawrence Berkeley National Laboratory,NA
ccgrid,2022,Dingwen Tao,Washington State University,NA
ccgrid,2022,Osamu Tatebe,University of Tsukuba,AS
ccgrid,2022,Lauritz Thamsen,University of Glasgow,EU
ccgrid,2022,Rafael Tolosana-Calasanz,Universidad de Zaragoza,EU
